OnDemand,$0.562 per Dedicated SUSE c3.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.562,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.2xlarge,No,Compute optimized,8,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,15 GiB,2 x 80 SSD,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c3.2xlarge,RunInstances:000g,Used,,28,,Yes,,,,,,,,,,,,,,,,16,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.827 per Dedicated Windows c3.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.827,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.2xlarge,No,Compute optimized,8,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,15 GiB,2 x 80 SSD,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c3.2xlarge,RunInstances:0002,Used,,28,,Yes,,,,,,,,,,,,,,,,16,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.654 per Dedicated Windows c3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.654,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.4xlarge,No,Compute optimized,16,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,30 GiB,2 x 160 SSD,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c3.4xlarge,RunInstances:0002,Used,,55,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.024 per Dedicated SUSE c3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.024,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.4xlarge,No,Compute optimized,16,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,30 GiB,2 x 160 SSD,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c3.4xlarge,RunInstances:000g,Used,,55,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.054 per Dedicated RHEL c3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.054,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.4xlarge,No,Compute optimized,16,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,30 GiB,2 x 160 SSD,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c3.4xlarge,RunInstances:0010,Used,,55,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.924 per Dedicated Linux c3.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.924,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.4xlarge,No,Compute optimized,16,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,30 GiB,2 x 160 SSD,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c3.4xlarge,RunInstances,Used,,55,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$3.008 per Dedicated Windows c3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.008,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.8xlarge,No,Compute optimized,32,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c3.8xlarge,RunInstances:0002,Used,,108,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.780 per Dedicated SUSE c3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.78,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.8xlarge,No,Compute optimized,32,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c3.8xlarge,RunInstances:000g,Used,,108,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.680 per Dedicated Linux c3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.68,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.8xlarge,No,Compute optimized,32,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c3.8xlarge,RunInstances,Used,,108,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.810 per Dedicated RHEL c3.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.81,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.8xlarge,No,Compute optimized,32,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,60 GiB,2 x 320 SSD,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c3.8xlarge,RunInstances:0010,Used,,108,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.176 per Dedicated RHEL c3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.176,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.large,No,Compute optimized,2,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,3.75 GiB,2 x 16 SSD,Moderate,32-bit or 64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c3.large,RunInstances:0010,Used,,7,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.216 per Dedicated SUSE c3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.216,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.large,No,Compute optimized,2,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,3.75 GiB,2 x 16 SSD,Moderate,32-bit or 64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c3.large,RunInstances:000g,Used,,7,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.207 per Dedicated Windows c3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.207,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.large,No,Compute optimized,2,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,3.75 GiB,2 x 16 SSD,Moderate,32-bit or 64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c3.large,RunInstances:0002,Used,,7,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.116 per Dedicated Linux c3.large Instance Hour,01/08/2018,0,Inf,Hrs,0.116,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.large,No,Compute optimized,2,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,3.75 GiB,2 x 16 SSD,Moderate,32-bit or 64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c3.large,RunInstances,Used,,7,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.331 per Dedicated SUSE c3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.331,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.xlarge,No,Compute optimized,4,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,7.5 GiB,2 x 40 SSD,Moderate,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c3.xlarge,RunInstances:000g,Used,,14,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.414 per Dedicated Windows c3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.414,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.xlarge,No,Compute optimized,4,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,7.5 GiB,2 x 40 SSD,Moderate,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c3.xlarge,RunInstances:0002,Used,,14,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.291 per Dedicated RHEL c3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.291,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.xlarge,No,Compute optimized,4,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,7.5 GiB,2 x 40 SSD,Moderate,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c3.xlarge,RunInstances:0010,Used,,14,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.231 per Dedicated Linux c3.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.231,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c3.xlarge,No,Compute optimized,4,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz,7.5 GiB,2 x 40 SSD,Moderate,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c3.xlarge,RunInstances,Used,,14,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.538 per Dedicated Usage SUSE c4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.538,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.2xlarge,Yes,Compute optimized,8,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,15 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c4.2xlarge,RunInstances:000g,Used,1000 Mbps,31,,Yes,,,,,,,,,,,,,,,,16,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.568 per Dedicated Usage RHEL c4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.568,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.2xlarge,Yes,Compute optimized,8,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,15 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c4.2xlarge,RunInstances:0010,Used,1000 Mbps,31,,Yes,,,,,,,,,,,,,,,,16,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.806 per Dedicated Usage Windows c4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.806,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.2xlarge,Yes,Compute optimized,8,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,15 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c4.2xlarge,RunInstances:0002,Used,1000 Mbps,31,,Yes,,,,,,,,,,,,,,,,16,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.438 per Dedicated Usage Linux c4.2xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.438,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.2xlarge,Yes,Compute optimized,8,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,15 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c4.2xlarge,RunInstances,Used,1000 Mbps,31,,Yes,,,,,,,,,,,,,,,,16,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.006 per Dedicated Usage RHEL c4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.006,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.4xlarge,Yes,Compute optimized,16,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,30 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c4.4xlarge,RunInstances:0010,Used,2000 Mbps,62,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.976 per Dedicated Usage SUSE c4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.976,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.4xlarge,Yes,Compute optimized,16,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,30 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c4.4xlarge,RunInstances:000g,Used,2000 Mbps,62,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.612 per Dedicated Usage Windows c4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.612,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.4xlarge,Yes,Compute optimized,16,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,30 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c4.4xlarge,RunInstances:0002,Used,2000 Mbps,62,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.876 per Dedicated Usage Linux c4.4xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.876,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.4xlarge,Yes,Compute optimized,16,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,30 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c4.4xlarge,RunInstances,Used,2000 Mbps,62,,Yes,,,,,,,,,,,,,,,,32,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.691 per Dedicated Usage SUSE c4.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.691,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.8xlarge,Yes,Compute optimized,36,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,60 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c4.8xlarge,RunInstances:000g,Used,4000 Mbps,132,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$3.091 per Dedicated Usage Windows c4.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.091,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.8xlarge,Yes,Compute optimized,36,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,60 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c4.8xlarge,RunInstances:0002,Used,4000 Mbps,132,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.591 per Dedicated Usage Linux c4.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.591,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.8xlarge,Yes,Compute optimized,36,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,60 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c4.8xlarge,RunInstances,Used,4000 Mbps,132,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$1.721 per Dedicated Usage RHEL c4.8xlarge Instance Hour,01/08/2018,0,Inf,Hrs,1.721,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.8xlarge,Yes,Compute optimized,36,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,60 GiB,EBS only,10 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c4.8xlarge,RunInstances:0010,Used,4000 Mbps,132,,Yes,,,,,,,,,,,,,,,,64,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.11 per Dedicated Usage Linux c4.large Instance Hour,01/08/2018,0,Inf,Hrs,0.11,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.large,Yes,Compute optimized,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,3.75 GiB,EBS only,Moderate,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c4.large,RunInstances,Used,500 Mbps,8,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.17 per Dedicated Usage RHEL c4.large Instance Hour,01/08/2018,0,Inf,Hrs,0.17,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.large,Yes,Compute optimized,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,3.75 GiB,EBS only,Moderate,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c4.large,RunInstances:0010,Used,500 Mbps,8,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.21 per Dedicated Usage SUSE c4.large Instance Hour,01/08/2018,0,Inf,Hrs,0.21,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.large,Yes,Compute optimized,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,3.75 GiB,EBS only,Moderate,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c4.large,RunInstances:000g,Used,500 Mbps,8,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.202 per Dedicated Usage Windows c4.large Instance Hour,01/08/2018,0,Inf,Hrs,0.202,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.large,Yes,Compute optimized,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,3.75 GiB,EBS only,Moderate,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c4.large,RunInstances:0002,Used,500 Mbps,8,,Yes,,,,,,,,,,,,,,,,4,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.219 per Dedicated Usage Linux c4.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.219,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.xlarge,Yes,Compute optimized,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c4.xlarge,RunInstances,Used,750 Mbps,16,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.279 per Dedicated Usage RHEL c4.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.279,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.xlarge,Yes,Compute optimized,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c4.xlarge,RunInstances:0010,Used,750 Mbps,16,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.403 per Dedicated Usage Windows c4.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.403,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.xlarge,Yes,Compute optimized,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,Windows,No License required,,,,,,,,DedicatedUsage:c4.xlarge,RunInstances:0002,Used,750 Mbps,16,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$0.319 per Dedicated Usage SUSE c4.xlarge Instance Hour,01/08/2018,0,Inf,Hrs,0.319,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c4.xlarge,Yes,Compute optimized,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,EBS only,High,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c4.xlarge,RunInstances:000g,Used,750 Mbps,16,,Yes,,,,,,,,,,,,,,,,8,,NA,Amazon Elastic Compute Cloud
OnDemand,$3.19 per Dedicated RHEL c5.18xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.19,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.0 Ghz,144 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,RHEL,No License required,,,,,,,,DedicatedUsage:c5.18xlarge,RunInstances:0010,Used,9000 Mbps,281,,Yes,,,,,,,,,,,,,,,,144,,NA,Amazon Elastic Compute Cloud
OnDemand,$3.06 per Dedicated Linux c5.18xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.06,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.0 Ghz,144 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,Linux,No License required,,,,,,,,DedicatedUsage:c5.18xlarge,RunInstances,Used,9000 Mbps,281,,Yes,,,,,,,,,,,,,,,,144,,NA,Amazon Elastic Compute Cloud
OnDemand,$3.16 per Dedicated SUSE c5.18xlarge Instance Hour,01/08/2018,0,Inf,Hrs,3.16,USD,,,,Compute Instance,AmazonEC2,US East (N. Virginia),AWS Region,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.0 Ghz,144 GiB,EBS only,25 Gigabit,64-bit,,,,,,,,Dedicated,,SUSE,No License required,,,,,,,,DedicatedUsage:c5.18xlarge,RunInstances:000g,Used,9000 Mbps,281,,Yes,,,,,,,,,,,,,,,,144,,NA,Amazon Elastic Compute Cloud
